tick,season,season_tick,total_food,agent_a_energy,agent_b_energy,agent_a_hunger,agent_b_hunger,agent_a_fear,agent_b_fear,agent_a_curiosity,agent_b_curiosity,agent_a_stress,agent_b_stress,agent_a_fatigue,agent_b_fatigue,agent_a_social,agent_b_social,agent_a_food_eaten,agent_b_food_eaten,agent_a_pathways,agent_b_pathways,agent_a_generation,agent_b_generation,distance
2900,Summer,400,2606.5,70.29,81.56,0.149,0.036,0.334,0.802,0.0,0.0,0.0,0.001,1.0,0.0,0.048,0.049,71,638,59,565,9,4,45.22
3000,Autumn,0,2715.8,142.01,102.53,0.0,0.231,0.523,0.937,0.0,0.0,0.004,0.001,1.0,0.01,0.07,0.07,98,661,70,586,9,4,32.57
3100,Autumn,100,2718.2,94.1,96.99,0.0,0.0,0.391,0.869,0.0,0.0,0.004,0.001,1.0,0.0,0.065,0.065,120,681,77,596,9,4,40.71
3200,Autumn,200,2718.2,69.1,150.0,0.145,0.0,0.468,0.636,0.0,0.0,0.01,0.001,1.0,0.45,0.053,0.052,133,736,79,606,9,4,36.06
3300,Autumn,300,2698.8,76.73,150.0,0.195,0.0,0.47,0.65,0.0,0.0,0.009,0.001,1.0,1.0,0.086,0.086,160,801,93,614,9,4,36.25
3400,Autumn,400,2704.0,114.73,99.15,0.0,0.0,0.54,0.987,0.0,0.0,0.009,0.001,1.0,0.0,0.099,0.099,181,818,96,625,9,4,31.58
3500,Winter,0,2715.9,111.0,150.0,0.0,0.0,0.429,0.574,0.0,0.0,0.008,0.001,1.0,0.44,0.099,0.099,203,844,102,631,9,4,38.9
3600,Winter,100,2650.0,82.1,97.59,0.0,0.0,0.422,0.9,0.0,0.0,0.007,0.001,1.0,0.0,0.09,0.089,223,862,105,639,9,4,38.9
3700,Winter,200,2584.5,92.01,104.73,0.0,0.0,0.551,0.914,0.0,0.0,0.006,0.001,1.0,0.08,0.115,0.114,241,882,110,653,9,4,32.02
3800,Winter,300,2513.5,66.11,76.68,0.277,0.0,0.313,0.803,0.0,0.0,0.006,0.001,1.0,0.0,0.074,0.074,250,913,113,665,9,4,43.93
3900,Winter,400,2456.1,89.09,93.08,0.007,0.244,0.531,0.928,0.0,0.0,0.005,0.0,1.0,0.01,0.098,0.098,268,929,120,674,9,4,34.54
4000,Spring,0,2403.1,96.81,104.17,0.0,0.0,0.46,0.818,0.0,0.0,0.0,0.0,0.08,0.0,0.005,0.054,2,944,62,685,10,4,44.0
4100,Spring,100,2476.1,100.65,88.45,0.0,0.0,0.291,0.371,0.0,0.0,0.0,0.0,1.0,0.91,0.067,0.085,24,967,76,688,10,4,50.99
4200,Spring,200,2541.3,84.88,112.13,0.064,0.0,0.136,0.34,0.0,0.0,0.119,0.0,1.0,1.0,0.034,0.041,36,997,81,689,10,4,59.14
4300,Spring,300,2608.6,87.96,110.01,0.104,0.095,0.371,0.783,0.0,0.0,0.0,0.0,0.3,0.18,0.02,0.031,6,1026,40,690,11,4,47.01
4400,Spring,400,2665.0,7.74,148.35,0.906,0.0,0.057,0.537,0.0,0.0,0.1,0.0,1.0,0.94,0.015,0.019,13,1073,42,695,11,4,36.06
4500,Summer,0,2713.7,127.03,142.83,0.0,0.0,0.566,0.937,0.0,0.0,0.0,0.0,0.86,0.52,0.066,0.073,29,1110,46,697,12,4,30.68
4600,Summer,100,2796.0,146.94,112.39,0.0,0.079,0.48,0.939,0.0,0.0,0.0,0.0,1.0,0.01,0.137,0.139,72,1128,79,711,12,4,38.6
4700,Summer,200,2885.9,139.23,84.05,0.0,0.126,0.562,0.964,0.0,0.0,0.0,0.0,1.0,0.01,0.151,0.152,112,1147,100,717,12,4,33.11
4800,Summer,300,2948.2,130.05,150.0,0.0,0.0,0.344,0.479,0.0,0.0,0.0,0.0,1.0,0.55,0.136,0.136,145,1215,103,728,12,4,46.67
4900,Summer,400,3013.7,52.05,150.0,0.395,0.0,0.088,0.218,0.0,0.0,0.0,0.0,1.0,1.0,0.079,0.079,163,1264,103,728,12,4,59.77
5000,Autumn,0,3073.0,42.13,116.88,0.59,0.0,0.119,0.377,0.0,0.0,0.073,0.0,1.0,0.91,0.043,0.043,182,1294,106,728,12,4,54.71
5100,Autumn,100,3064.0,98.88,88.06,0.274,0.116,0.204,0.678,0.0,0.0,0.0,0.0,0.75,0.32,0.023,0.038,11,1324,58,730,13,4,52.84
5200,Autumn,200,3050.8,83.67,100.36,0.044,0.0,0.385,0.873,0.0,0.0,0.0,0.0,1.0,0.0,0.042,0.047,19,1345,64,734,13,4,39.41
5300,Autumn,300,3019.7,146.26,150.0,0.0,0.0,0.637,0.663,0.0,0.0,0.0,0.0,1.0,0.3,0.157,0.16,70,1382,92,742,13,4,30.27
5400,Autumn,400,3002.5,101.93,147.39,0.0,0.0,0.32,0.505,0.0,0.0,0.0,0.0,1.0,1.0,0.111,0.111,89,1434,96,746,13,4,46.62
5500,Winter,0,2995.4,77.73,96.27,0.154,0.0,0.354,0.826,0.0,0.0,0.0,0.0,1.0,0.0,0.074,0.075,99,1448,99,757,13,4,43.1
5600,Winter,100,2915.0,150.0,105.07,0.0,0.0,0.356,0.721,0.104,0.0,0.0,0.0,0.12,0.0,0.005,0.042,11,1466,59,772,14,4,50.25
5700,Winter,200,2842.7,55.99,86.32,0.256,0.002,0.048,0.494,0.0,0.0,0.007,0.0,1.0,0.0,0.019,0.032,20,1486,64,782,14,4,67.18
5800,Winter,300,2766.9,64.93,86.05,0.0,0.043,0.095,0.508,0.0,0.0,0.182,0.0,1.0,0.0,0.01,0.015,29,1506,72,794,14,4,64.2
5900,Winter,400,2696.4,77.13,111.88,0.181,0.0,0.268,0.745,0.0,0.0,0.194,0.0,1.0,0.0,0.024,0.026,39,1524,75,809,14,4,48.8
6000,Spring,0,2632.5,71.13,100.74,0.0,0.0,0.353,0.804,0.0,0.0,0.175,0.0,1.0,0.0,0.034,0.035,52,1541,83,825,14,4,43.32
6100,Spring,100,2688.5,105.97,94.56,0.0,0.0,0.303,0.555,0.0,0.0,0.0,0.0,0.58,0.26,0.022,0.031,13,1561,53,839,15,4,46.1
6200,Spring,200,2707.8,120.7,150.0,0.0,0.0,0.427,0.551,0.0,0.0,0.0,0.0,1.0,1.0,0.101,0.104,41,1643,77,854,15,4,43.19
6300,Spring,300,2752.1,150.0,146.6,0.0,0.0,0.205,0.279,0.539,0.0,0.0,0.0,0.13,1.0,0.005,0.053,9,1695,49,855,16,4,61.33
6400,Spring,400,2779.7,42.16,147.9,0.561,0.0,0.172,0.67,0.0,0.0,0.003,0.0,1.0,0.85,0.028,0.046,16,1744,50,855,16,4,48.0
6500,Summer,0,2811.0,129.79,150.0,0.0,0.0,0.473,0.866,0.0,0.0,0.0,0.0,0.73,0.03,0.043,0.056,21,1761,45,855,17,4,36.14
6600,Summer,100,2858.3,142.35,103.24,0.0,0.154,0.664,0.975,0.0,0.0,0.0,0.0,1.0,0.01,0.128,0.132,60,1780,82,863,17,4,27.31
6700,Summer,200,2878.4,137.1,148.6,0.0,0.0,0.232,0.311,0.0,0.0,0.0,0.0,1.0,0.8,0.117,0.119,99,1844,105,871,17,4,52.8
6800,Summer,300,2940.1,50.1,150.0,0.235,0.0,0.162,0.389,0.0,0.0,0.0,0.0,1.0,1.0,0.07,0.071,115,1890,105,872,17,4,56.92
6900,Summer,400,2987.9,101.1,117.86,0.0,0.0,0.224,0.539,0.0,0.0,0.006,0.0,1.0,0.5,0.044,0.044,128,1917,110,871,17,4,50.12
7000,Autumn,0,3008.1,94.76,140.0,0.0,0.0,0.222,0.382,0.0,0.0,0.005,0.0,1.0,1.0,0.075,0.075,154,1983,110,871,17,4,53.76
7100,Autumn,100,3000.4,39.76,98.18,0.43,0.015,0.165,0.618,0.0,0.0,0.078,0.0,1.0,0.7,0.034,0.034,160,2008,111,871,17,4,57.01
7200,Autumn,200,2978.4,126.12,148.13,0.0,0.0,0.486,0.703,0.0,0.0,0.168,0.0,1.0,1.0,0.063,0.063,183,2059,119,873,17,4,34.13
7300,Autumn,300,2922.6,141.78,150.0,0.0,0.0,0.606,0.681,0.0,0.0,0.152,0.0,1.0,1.0,0.169,0.168,227,2148,137,875,17,4,29.15
7400,Autumn,400,2893.5,121.74,106.67,0.0,0.0,0.401,0.839,0.0,0.0,0.137,0.0,1.0,0.0,0.147,0.147,264,2177,155,880,17,4,43.57
7500,Winter,0,2879.1,143.31,90.94,0.0,0.0,0.975,0.991,0.0,0.0,0.124,0.0,0.45,0.0,0.617,0.628,289,2211,158,887,17,4,5.39
7600,Winter,100,2757.8,148.24,98.09,0.0,0.0,0.557,0.952,0.0,0.0,0.112,0.0,0.38,0.0,0.552,0.551,344,2232,214,902,17,4,34.06
7700,Winter,200,2636.0,145.25,138.57,0.0,0.0,0.763,0.683,0.0,0.0,0.102,0.0,1.0,0.78,0.418,0.421,386,2286,253,907,17,4,29.27
7800,Winter,300,2524.3,83.61,138.24,0.042,0.0,0.989,0.983,0.0,0.0,0.092,0.0,0.14,0.35,0.756,0.758,426,2319,292,912,17,4,6.71
7900,Winter,400,2443.0,87.91,141.59,0.0,0.0,0.998,0.592,0.0,0.0,0.083,0.0,0.0,0.96,0.556,0.553,445,2379,311,927,17,4,32.06
8000,Spring,0,2373.4,105.34,150.0,0.0,0.0,0.957,0.486,0.0,0.0,0.075,0.0,0.0,1.0,0.277,0.275,465,2418,331,928,17,4,36.8
8100,Spring,100,2422.9,86.8,106.3,0.0,0.0,0.941,0.455,0.0,0.0,0.068,0.0,0.0,1.0,0.153,0.152,483,2441,349,933,17,4,37.0
8200,Spring,200,2472.6,101.63,150.0,0.0,0.0,0.953,0.633,0.0,0.0,0.062,0.0,0.0,0.07,0.075,0.009,502,7,368,473,17,5,30.41
8300,Spring,300,2492.3,89.66,141.84,0.044,0.0,0.881,0.408,0.0,0.0,0.056,0.0,0.0,0.86,0.091,0.067,520,48,385,508,17,5,42.01
8400,Spring,400,2536.1,81.75,107.1,0.021,0.0,0.85,0.358,0.0,0.0,0.05,0.0,0.0,1.0,0.077,0.067,540,58,403,510,17,5,42.11
8500,Summer,0,2575.1,91.43,141.27,0.0,0.0,0.807,0.326,0.0,0.0,0.046,0.0,0.0,1.0,0.063,0.06,558,71,421,514,17,5,44.18
8600,Summer,100,2657.3,103.48,98.25,0.0,0.0,0.977,0.521,0.0,0.0,0.041,0.0,0.0,1.0,0.085,0.084,576,94,437,519,17,5,31.06
8700,Summer,200,2724.3,96.19,146.22,0.0,0.0,0.998,0.867,0.0,0.0,0.037,0.0,0.0,0.72,0.22,0.221,594,135,455,537,17,5,14.04
8800,Summer,300,2778.7,95.54,149.73,0.0,0.0,0.999,0.663,0.0,0.0,0.034,0.0,0.0,0.35,0.399,0.398,612,171,473,550,17,5,28.02
8900,Summer,400,2838.8,119.85,130.02,0.0,0.0,0.872,0.419,0.0,0.0,0.031,0.0,0.0,1.0,0.237,0.235,632,206,489,555,17,5,39.92
9000,Autumn,0,2894.2,111.12,138.83,0.0,0.0,0.995,0.566,0.0,0.0,0.028,0.0,0.0,1.0,0.165,0.165,651,243,508,556,17,5,30.0
9100,Autumn,100,2879.4,97.55,145.95,0.0,0.0,0.998,0.796,0.0,0.0,0.025,0.0,0.0,1.0,0.249,0.248,670,282,519,567,17,5,17.46
9200,Autumn,200,2854.4,106.92,101.42,0.0,0.0,0.998,0.676,0.0,0.0,0.023,0.0,0.0,1.0,0.222,0.223,689,317,538,585,17,5,25.18
9300,Autumn,300,2809.2,105.06,150.0,0.201,0.0,0.962,0.617,0.0,0.0,0.021,0.0,0.01,1.0,0.281,0.28,707,374,556,631,17,5,30.41
9400,Autumn,400,2789.0,94.96,139.77,0.0,0.0,0.999,0.981,0.0,0.0,0.019,0.0,0.0,0.38,0.535,0.535,723,404,572,648,17,5,8.94
9500,Winter,0,2770.9,112.92,130.81,0.0,0.0,0.969,0.504,0.0,0.0,0.017,0.0,0.0,1.0,0.333,0.332,743,439,589,664,17,5,36.14
9600,Winter,100,2694.3,134.43,72.36,0.0,0.222,0.758,0.279,0.0,0.0,0.015,0.0,0.01,1.0,0.171,0.17,769,453,601,666,17,5,49.82
9700,Winter,200,2613.1,150.0,67.76,0.0,0.198,0.595,0.35,0.0,0.0,0.014,0.0,0.29,1.0,0.091,0.091,813,469,605,670,17,5,42.52
9800,Winter,300,2526.9,128.73,134.02,0.0,0.0,0.798,0.729,0.0,0.0,0.012,0.0,1.0,1.0,0.149,0.152,889,499,637,676,17,5,18.36
9900,Winter,400,2430.6,80.01,111.15,0.062,0.0,0.798,0.32,0.0,0.0,0.011,0.0,0.0,1.0,0.128,0.128,916,548,656,693,17,5,46.86
10000,Spring,0,2361.6,96.81,134.02,0.0,0.0,0.959,0.507,0.0,0.0,0.01,0.0,0.0,1.0,0.128,0.129,933,580,668,697,17,5,32.65
10100,Spring,100,2383.9,125.31,150.0,0.0,0.0,0.783,0.63,0.0,0.0,0.009,0.0,0.07,1.0,0.207,0.21,961,648,671,731,17,5,26.4
10200,Spring,200,2389.3,97.2,149.7,0.025,0.0,0.994,0.986,0.0,0.0,0.008,0.0,0.0,0.58,0.437,0.438,998,695,708,767,17,5,11.05
10300,Spring,300,2430.4,92.35,149.08,0.0,0.0,0.995,0.81,0.0,0.0,0.008,0.0,0.0,0.46,0.66,0.657,1017,725,726,773,17,5,19.24
10400,Spring,400,2469.4,105.24,150.0,0.0,0.0,0.998,0.985,0.0,0.0,0.007,0.0,0.0,0.38,0.717,0.714,1035,768,744,782,17,5,11.18
10500,Summer,0,2513.8,70.02,121.23,0.286,0.0,0.924,0.999,0.0,0.0,0.006,0.0,0.01,0.0,1.0,1.0,1053,772,760,784,17,5,4.0
10600,Summer,100,2588.8,100.11,148.87,0.097,0.0,0.99,0.827,0.0,0.0,0.006,0.0,0.01,0.38,0.765,0.767,1091,804,780,801,17,5,18.25
10700,Summer,200,2625.8,112.86,150.0,0.0,0.0,0.999,0.699,0.0,0.0,0.005,0.0,0.0,0.96,0.605,0.605,1111,881,798,836,17,5,27.02
10800,Summer,300,2693.2,99.94,149.73,0.196,0.0,0.963,0.943,0.0,0.0,0.005,0.0,0.01,0.87,0.428,0.427,1138,925,802,854,17,5,9.43
10900,Summer,400,2723.2,150.0,150.0,0.0,0.0,0.706,0.556,0.0,0.0,0.004,0.0,0.49,1.0,0.406,0.406,1191,984,808,874,17,5,32.02
11000,Autumn,0,2724.3,150.0,150.0,0.0,0.0,0.423,0.465,0.0,0.0,0.004,0.0,1.0,1.0,0.274,0.272,1284,1052,813,877,17,5,44.28
11100,Autumn,100,2656.0,148.13,146.37,0.0,0.0,0.545,0.794,0.0,0.0,0.004,0.0,1.0,0.73,0.233,0.231,1341,1114,814,923,17,5,34.0
11200,Autumn,200,2646.4,138.78,84.85,0.0,0.058,0.278,0.772,0.0,0.0,0.003,0.0,1.0,0.0,0.128,0.127,1379,1127,814,936,17,5,48.37
11300,Autumn,300,2645.2,87.33,116.09,0.119,0.0,0.133,0.55,0.0,0.0,0.003,0.0,1.0,0.29,0.074,0.074,1397,1148,814,948,17,5,56.04
11400,Autumn,400,2646.7,91.43,108.0,0.0,0.088,0.331,0.803,0.0,0.0,0.003,0.0,1.0,0.01,0.06,0.06,1407,1164,816,963,17,5,44.94
11500,Winter,0,2636.0,143.14,113.3,0.0,0.0,0.621,0.99,0.0,0.0,0.002,0.0,1.0,0.0,0.109,0.109,1447,1180,818,980,17,5,27.46
11600,Winter,100,2551.4,132.92,115.07,0.0,0.0,0.944,0.998,0.0,0.0,0.002,0.0,1.0,0.02,0.231,0.238,1481,1198,831,993,17,5,7.62
11700,Winter,200,2475.4,150.0,106.72,0.0,0.175,0.912,0.971,0.0,0.0,0.002,0.0,0.04,0.01,0.628,0.628,1509,1216,851,1003,17,5,14.56
11800,Winter,300,2404.1,150.0,96.41,0.0,0.032,0.769,0.998,0.0,0.0,0.002,0.0,0.51,0.0,0.583,0.58,1542,1238,853,1010,17,5,19.7
11900,Winter,400,2336.0,147.0,104.46,0.0,0.0,0.53,0.981,0.0,0.0,0.002,0.0,1.0,0.0,0.325,0.324,1603,1262,856,1019,17,5,32.57
12000,Spring,0,2255.3,150.0,150.0,0.0,0.0,0.314,0.547,0.0,0.0,0.001,0.0,1.0,0.34,0.2,0.2,1637,1304,856,1022,17,5,50.61
12100,Spring,100,2305.9,60.7,150.0,0.349,0.0,0.043,0.262,0.0,0.0,0.001,0.0,1.0,1.0,0.095,0.095,1651,1361,856,1022,17,5,61.52
12200,Spring,200,2355.6,113.23,143.44,0.0,0.0,0.079,0.332,0.0,0.0,0.0,0.0,0.6,1.0,0.016,0.049,23,1397,434,1022,18,5,60.37
12300,Spring,300,2399.4,128.97,150.0,0.0,0.0,0.532,0.679,0.0,0.0,0.0,0.0,1.0,1.0,0.079,0.091,37,1449,436,1022,18,5,33.12
12400,Spring,400,2423.0,150.0,150.0,0.0,0.0,0.753,0.857,0.0,0.0,0.0,0.0,0.98,1.0,0.176,0.179,78,1533,447,1031,18,5,16.28
12500,Summer,0,2464.6,149.43,90.93,0.0,0.088,0.697,0.982,0.0,0.0,0.0,0.0,0.96,0.0,0.387,0.385,125,1559,457,1033,18,5,24.08
12600,Summer,100,2537.3,150.0,62.07,0.0,0.0,0.681,0.995,0.0,0.0,0.0,0.015,1.0,0.04,0.281,0.28,185,1582,489,1043,18,5,26.42
12700,Summer,200,2611.7,146.7,150.0,0.0,0.0,0.541,0.685,0.0,0.0,0.0,0.013,1.0,1.0,0.202,0.201,234,1662,492,1044,18,5,34.53
12800,Summer,300,2668.3,144.63,150.0,0.0,0.0,0.381,0.627,0.0,0.0,0.0,0.012,1.0,1.0,0.121,0.121,274,1727,492,1044,18,5,39.05
12900,Summer,400,2727.0,138.99,99.87,0.0,0.0,0.216,0.699,0.0,0.0,0.0,0.011,1.0,0.1,0.084,0.084,305,1761,492,1055,18,5,52.81
13000,Autumn,0,2788.2,138.95,150.0,0.0,0.0,0.324,0.542,0.0,0.0,0.0,0.01,1.0,0.66,0.073,0.072,333,1818,492,1060,18,5,43.27
13100,Autumn,100,2754.6,150.0,150.0,0.0,0.0,0.636,0.806,0.0,0.0,0.0,0.009,1.0,0.83,0.172,0.17,369,1885,508,1081,18,5,26.48
13200,Autumn,200,2726.8,150.0,85.58,0.0,0.125,0.561,0.981,0.0,0.0,0.0,0.008,1.0,0.01,0.179,0.179,412,1899,546,1090,18,5,34.23
13300,Autumn,300,2721.0,150.0,95.61,0.0,0.041,0.833,0.997,0.0,0.0,0.0,0.007,1.0,0.0,0.286,0.288,460,1918,551,1098,18,5,18.38
13400,Autumn,400,2706.9,150.0,98.07,0.0,0.016,0.361,0.822,0.0,0.0,0.0,0.007,1.0,0.0,0.177,0.177,511,1965,551,1098,18,5,44.27
13500,Winter,0,2696.2,149.96,125.4,0.0,0.0,0.43,0.68,0.0,0.0,0.0,0.006,1.0,0.25,0.127,0.127,544,1995,551,1103,18,5,36.4
13600,Winter,100,2634.0,84.04,105.21,0.136,0.0,0.491,0.956,0.0,0.0,0.0,0.005,1.0,0.0,0.106,0.106,558,2017,553,1108,18,5,35.23
13700,Winter,200,2562.1,131.43,93.9,0.0,0.0,0.461,0.948,0.0,0.0,0.0,0.005,1.0,0.0,0.111,0.11,576,2036,554,1118,18,5,36.8
13800,Winter,300,2484.1,130.96,91.55,0.0,0.0,0.676,0.997,0.0,0.0,0.0,0.004,1.0,0.0,0.142,0.143,596,2056,563,1135,18,5,23.6
13900,Winter,400,2406.4,150.0,83.98,0.0,0.0,0.58,0.999,0.0,0.0,0.0,0.004,1.0,0.0,0.196,0.195,658,2086,564,1142,18,5,31.02
14000,Spring,0,2330.7,121.6,138.85,0.0,0.0,0.176,0.447,0.0,0.0,0.0,0.004,1.0,0.92,0.114,0.114,695,2146,564,1143,18,5,55.32
14100,Spring,100,2380.5,92.05,63.08,0.0,0.358,0.554,0.838,0.0,0.0,0.0,0.003,1.0,0.24,0.093,0.092,723,2178,565,1142,18,5,31.06
14200,Spring,200,2427.7,103.87,130.65,0.0,0.0,0.275,0.483,0.0,0.0,0.0,0.003,1.0,0.94,0.08,0.08,745,2225,566,1146,18,5,51.09
14300,Spring,300,2465.3,108.58,147.24,0.0,0.0,0.355,0.557,0.0,0.0,0.0,0.003,1.0,0.56,0.06,0.059,764,2260,569,1155,18,5,44.41
14400,Spring,400,2511.5,135.06,122.8,0.0,0.0,0.578,0.927,0.0,0.0,0.0,0.002,1.0,0.21,0.078,0.078,801,2297,569,1159,18,5,26.63
14500,Summer,0,2549.9,132.47,84.19,0.0,0.0,0.542,0.898,0.0,0.0,0.0,0.002,1.0,0.03,0.137,0.136,844,2331,569,1161,18,5,31.26
14600,Summer,100,2641.6,150.0,123.45,0.0,0.0,0.911,0.99,0.0,0.0,0.0,0.003,1.0,0.0,0.249,0.253,901,2357,569,1161,18,5,10.63
14700,Summer,200,2687.6,146.94,89.85,0.0,0.0,0.74,0.999,0.0,0.0,0.0,0.004,1.0,0.0,0.428,0.426,966,2378,584,1168,18,5,21.02
14800,Summer,300,2716.3,131.58,111.5,0.0,0.134,0.624,0.982,0.0,0.0,0.0,0.004,1.0,0.01,0.301,0.301,1029,2396,635,1171,18,5,24.41
14900,Summer,400,2753.0,150.0,138.12,0.0,0.0,0.853,1.0,0.0,0.0,0.0,0.003,0.44,0.0,0.737,0.725,1063,2434,650,1173,18,5,17.0
15000,Autumn,0,2785.6,149.71,79.02,0.0,0.074,0.67,0.993,0.0,0.0,0.0,0.003,0.21,0.0,0.475,0.47,1117,2451,700,1183,18,5,26.25
15100,Autumn,100,2763.0,145.52,150.0,0.0,0.0,0.72,0.801,0.0,0.0,0.0,0.003,1.0,0.34,0.271,0.27,1166,2500,710,1186,18,5,20.0
15200,Autumn,200,2739.0,150.0,150.0,0.0,0.0,0.387,0.602,0.0,0.0,0.0,0.002,1.0,0.27,0.218,0.217,1229,2542,719,1193,18,5,44.94
15300,Autumn,300,2721.9,114.47,140.73,0.0,0.0,0.374,0.558,0.0,0.0,0.0,0.002,1.0,0.56,0.146,0.146,1266,2581,719,1206,18,5,44.38
15400,Autumn,400,2697.2,150.0,100.38,0.0,0.0,0.224,0.697,0.0,0.0,0.0,0.002,1.0,0.72,0.091,0.091,1302,2640,719,1206,18,5,51.11
15500,Winter,0,2677.0,146.23,134.53,0.0,0.0,0.6,0.526,0.0,0.0,0.0,0.002,1.0,1.0,0.143,0.142,1375,2679,719,1208,18,5,36.24
15600,Winter,100,2599.7,149.58,145.8,0.0,0.0,0.956,0.953,0.0,0.0,0.0,0.002,0.98,0.8,0.319,0.332,1410,2726,724,1208,18,5,5.0
