tick,season,season_tick,total_food,agent_a_energy,agent_b_energy,agent_a_hunger,agent_b_hunger,agent_a_fear,agent_b_fear,agent_a_curiosity,agent_b_curiosity,agent_a_stress,agent_b_stress,agent_a_fatigue,agent_b_fatigue,agent_a_social,agent_b_social,agent_a_food_eaten,agent_b_food_eaten,agent_a_pathways,agent_b_pathways,agent_a_generation,agent_b_generation,distance
8000,Spring,0,2366.2,148.3,77.03,0.0,0.0,0.498,0.351,0.0,0.0,0.003,0.0,1.0,1.0,0.086,0.086,1617,1288,833,598,15,14,43.42
8100,Spring,100,2385.1,150.0,150.0,0.0,0.0,0.956,0.832,0.0,0.0,0.002,0.0,1.0,0.46,0.129,0.108,1702,30,854,304,15,15,12.04
8200,Spring,200,2416.2,150.0,141.03,0.0,0.0,0.511,0.598,0.0,0.0,0.002,0.0,0.64,1.0,0.302,0.29,1756,67,893,317,15,15,39.32
8300,Spring,300,2455.7,150.0,116.76,0.0,0.0,0.758,0.966,0.0,0.0,0.002,0.0,1.0,0.19,0.225,0.223,1807,93,926,324,15,15,18.36
8400,Spring,400,2487.4,148.3,105.22,0.0,0.0,0.666,0.998,0.0,0.0,0.002,0.0,1.0,0.0,0.355,0.35,1875,112,933,333,15,15,24.84
8500,Summer,0,2527.1,100.57,114.29,0.0,0.0,0.494,0.944,0.0,0.0,0.002,0.0,1.0,0.0,0.206,0.204,1901,131,937,352,15,15,35.23
8600,Summer,100,2594.0,150.0,147.3,0.0,0.0,0.467,0.805,0.0,0.0,0.001,0.0,1.0,0.27,0.13,0.13,1935,182,940,382,15,15,34.99
8700,Summer,200,2677.2,150.0,96.53,0.0,0.176,0.381,0.834,0.0,0.0,0.001,0.0,1.0,0.01,0.109,0.108,1980,197,940,395,15,15,43.27
8800,Summer,300,2742.9,77.49,138.22,0.087,0.0,0.206,0.534,0.0,0.0,0.001,0.0,1.0,0.26,0.078,0.078,2005,240,940,421,15,15,54.38
8900,Summer,400,2810.0,134.58,89.08,0.0,0.049,0.187,0.687,0.0,0.0,0.002,0.0,1.0,0.0,0.059,0.059,2034,255,941,434,15,15,53.54
9000,Autumn,0,2866.5,118.34,106.28,0.0,0.063,0.259,0.742,0.0,0.0,0.002,0.0,1.0,0.01,0.053,0.053,2055,275,941,452,15,15,47.76
9100,Autumn,100,2845.5,150.0,91.73,0.0,0.0,0.328,0.832,0.0,0.0,0.002,0.0,1.0,0.0,0.066,0.066,2108,295,941,464,15,15,44.27
9200,Autumn,200,2820.0,150.0,89.87,0.0,0.041,0.424,0.921,0.0,0.0,0.002,0.0,1.0,0.0,0.075,0.075,2140,313,941,482,15,15,38.08
9300,Autumn,300,2776.8,150.0,99.24,0.0,0.0,0.595,0.997,0.0,0.0,0.001,0.0,1.0,0.0,0.148,0.149,2212,332,941,501,15,15,31.24
9400,Autumn,400,2756.4,105.9,86.15,0.0,0.047,0.204,0.702,0.0,0.0,0.001,0.0,1.0,0.0,0.096,0.096,2250,350,942,518,15,15,54.04
9500,Winter,0,2747.6,81.47,109.23,0.162,0.194,0.318,0.767,0.0,0.0,0.001,0.0,1.0,0.02,0.071,0.071,2272,368,942,535,15,15,44.65
9600,Winter,100,2668.4,128.3,97.59,0.0,0.242,0.41,0.844,0.0,0.0,0.001,0.0,1.0,0.01,0.079,0.079,2307,386,942,553,15,15,39.81
9700,Winter,200,2602.0,104.12,127.44,0.0,0.0,0.419,0.826,0.0,0.0,0.001,0.0,1.0,0.01,0.079,0.079,2330,409,943,566,15,15,38.33
9800,Winter,300,2543.1,73.84,93.12,0.154,0.0,0.255,0.744,0.0,0.0,0.001,0.0,1.0,0.0,0.063,0.063,2344,433,944,574,15,15,50.16
9900,Winter,400,2471.2,136.34,95.3,0.0,0.246,0.124,0.596,0.0,0.0,0.001,0.0,1.0,0.01,0.053,0.053,2382,457,944,589,15,15,58.18
10000,Spring,0,2414.0,136.4,85.39,0.0,0.043,0.347,0.823,0.0,0.0,0.001,0.0,1.0,0.0,0.053,0.053,2404,475,944,602,15,15,43.42
10100,Spring,100,2481.9,150.0,84.18,0.0,0.0,0.498,0.978,0.0,0.0,0.001,0.0,1.0,0.0,0.075,0.076,2426,496,944,611,15,15,33.24
10200,Spring,200,2529.1,140.3,90.65,0.0,0.0,0.477,0.96,0.0,0.0,0.001,0.0,1.0,0.0,0.109,0.109,2475,517,944,630,15,15,36.06
10300,Spring,300,2572.6,105.17,104.09,0.0,0.0,0.26,0.748,0.0,0.0,0.001,0.0,1.0,0.0,0.084,0.083,2501,535,944,648,15,15,48.83
10400,Spring,400,2619.9,25.74,95.99,0.514,0.0,0.134,0.689,0.0,0.0,0.041,0.0,1.0,0.0,0.05,0.049,2519,553,944,665,15,15,53.81
10500,Summer,0,2636.7,150.0,124.44,0.0,0.0,0.727,0.992,0.0,0.0,0.0,0.0,0.2,0.0,0.289,0.309,43,579,507,672,16,15,21.93
10600,Summer,100,2687.6,146.17,82.91,0.0,0.0,0.427,0.874,0.0,0.0,0.0,0.0,0.84,0.02,0.233,0.241,102,603,552,677,16,15,41.23
10700,Summer,200,2772.2,81.03,150.0,0.0,0.0,0.625,0.757,0.0,0.0,0.0,0.0,1.0,0.34,0.135,0.138,117,656,553,681,16,15,22.2
10800,Summer,300,2840.3,137.57,133.31,0.0,0.0,0.987,0.989,0.0,0.0,0.0,0.0,0.07,0.0,0.877,0.886,143,690,558,681,16,15,5.1
10900,Summer,400,2870.7,117.38,150.0,0.0,0.0,0.998,0.645,0.0,0.0,0.0,0.0,0.0,0.37,0.71,0.709,156,741,570,720,16,15,27.46
11000,Autumn,0,2899.5,105.26,118.6,0.0,0.0,0.879,0.422,0.0,0.0,0.0,0.0,0.0,1.0,0.331,0.331,176,786,588,756,16,15,40.31
11100,Autumn,100,2877.9,115.66,142.52,0.132,0.0,0.978,0.671,0.0,0.0,0.0,0.0,0.01,1.0,0.216,0.217,196,809,608,772,16,15,23.43
11200,Autumn,200,2837.8,116.03,150.0,0.0,0.0,0.999,0.666,0.0,0.0,0.0,0.0,0.0,0.99,0.233,0.234,215,860,620,813,16,15,25.81
11300,Autumn,300,2798.8,102.35,150.0,0.0,0.0,0.999,0.876,0.0,0.0,0.0,0.0,0.0,1.0,0.283,0.284,233,913,622,853,16,15,15.0
11400,Autumn,400,2780.3,106.63,150.0,0.085,0.0,0.992,0.9,0.0,0.0,0.0,0.0,0.01,1.0,0.376,0.379,253,949,629,866,16,15,13.15
11500,Winter,0,2752.5,106.06,143.23,0.0,0.0,0.999,0.833,0.0,0.0,0.0,0.0,0.0,0.62,0.494,0.494,272,991,635,892,16,15,17.89
11600,Winter,100,2666.3,150.0,101.02,0.0,0.0,0.861,0.997,0.0,0.0,0.0,0.0,0.24,0.0,0.673,0.668,325,1007,647,898,16,15,16.49
11700,Winter,200,2568.9,143.31,118.28,0.0,0.0,0.98,0.998,0.0,0.0,0.0,0.0,0.58,0.02,0.606,0.604,373,1024,686,913,16,15,8.54
11800,Winter,300,2507.8,78.85,102.28,0.0,0.0,0.993,0.999,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,402,1044,687,924,16,15,3.61
11900,Winter,400,2435.6,106.65,98.95,0.0,0.0,0.958,0.549,0.0,0.0,0.0,0.0,0.0,0.46,0.718,0.715,421,1066,696,948,16,15,34.48
12000,Spring,0,2374.5,83.17,69.17,0.0,0.0,0.751,0.294,0.0,0.0,0.0,0.0,0.0,1.0,0.296,0.295,449,1081,701,952,16,15,47.8
12100,Spring,100,2433.7,98.1,148.8,0.0,0.0,0.987,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.569,0.457,471,10,721,476,16,16,12.65
12200,Spring,200,2433.5,138.42,150.0,0.0,0.0,0.917,0.619,0.0,0.0,0.0,0.0,0.04,0.69,0.431,0.386,500,93,722,512,16,16,29.61
12300,Spring,300,2465.8,150.0,133.0,0.0,0.0,0.453,0.414,0.0,0.0,0.0,0.0,0.67,1.0,0.254,0.235,545,139,722,547,16,16,42.64
12400,Spring,400,2520.6,88.97,64.8,0.0,0.335,0.775,0.302,0.0,0.0,0.0,0.0,0.45,1.0,0.125,0.118,572,146,723,549,16,16,42.44
12500,Summer,0,2565.3,90.2,83.97,0.0,0.015,0.803,0.338,0.0,0.0,0.0,0.0,0.0,1.0,0.084,0.082,594,166,732,552,16,16,45.22
12600,Summer,100,2653.4,145.35,139.02,0.0,0.0,0.638,0.451,0.0,0.0,0.0,0.0,0.44,1.0,0.093,0.092,636,198,740,554,16,16,37.95
12700,Summer,200,2741.2,150.0,97.02,0.0,0.0,0.35,0.126,0.0,0.0,0.0,0.0,0.2,1.0,0.074,0.073,669,222,745,557,16,16,59.91
12800,Summer,300,2783.7,147.71,91.17,0.0,0.04,0.59,0.368,0.0,0.0,0.0,0.001,0.87,1.0,0.052,0.052,723,235,780,561,16,16,43.57
12900,Summer,400,2853.2,106.7,110.46,0.192,0.0,0.788,0.345,0.0,0.0,0.0,0.001,0.01,1.0,0.063,0.063,736,260,792,562,16,16,46.17
13000,Autumn,0,2907.0,99.9,146.6,0.0,0.0,0.984,0.621,0.0,0.0,0.0,0.001,0.0,1.0,0.089,0.089,753,294,801,563,16,16,26.42
13100,Autumn,100,2859.2,145.06,141.78,0.0,0.0,0.959,0.538,0.0,0.0,0.0,0.001,0.0,1.0,0.143,0.143,775,358,817,594,16,16,32.76
13200,Autumn,200,2832.5,132.03,150.0,0.0,0.0,0.998,0.843,0.0,0.0,0.0,0.001,0.0,1.0,0.255,0.255,799,403,819,602,16,16,17.2
13300,Autumn,300,2796.1,115.05,142.52,0.0,0.0,0.896,0.434,0.0,0.0,0.0,0.001,0.0,1.0,0.197,0.196,828,463,823,605,16,16,39.62
13400,Autumn,400,2781.1,147.03,144.21,0.0,0.0,0.998,0.967,0.0,0.0,0.0,0.001,0.0,0.72,0.411,0.417,849,495,831,615,16,16,8.06
13500,Winter,0,2753.7,150.0,104.93,0.0,0.096,0.66,0.989,0.0,0.0,0.0,0.0,0.57,0.01,0.516,0.513,898,509,840,619,16,16,27.0
13600,Winter,100,2653.9,149.16,97.06,0.0,0.0,0.659,0.999,0.0,0.0,0.0,0.0,0.96,0.0,0.311,0.31,937,529,865,636,16,16,25.08
13700,Winter,200,2570.0,150.0,147.06,0.0,0.0,0.618,0.998,0.0,0.0,0.0,0.0,0.89,0.0,0.413,0.41,965,550,885,645,16,16,29.55
13800,Winter,300,2487.5,121.44,119.2,0.0,0.0,0.601,0.996,0.0,0.0,0.0,0.0,1.0,0.05,0.276,0.275,1018,570,895,652,16,16,28.16
13900,Winter,400,2406.5,142.86,99.62,0.0,0.0,0.853,0.998,0.0,0.0,0.0,0.0,1.0,0.0,0.47,0.467,1056,594,896,661,16,16,17.03
14000,Spring,0,2328.3,103.1,145.72,0.025,0.0,0.294,0.56,0.0,0.0,0.0,0.0,1.0,0.2,0.267,0.264,1094,617,896,675,16,16,51.22
14100,Spring,100,2370.1,150.0,150.0,0.0,0.0,0.521,0.664,0.0,0.0,0.0,0.0,1.0,1.0,0.157,0.156,1143,665,896,699,16,16,33.12
14200,Spring,200,2403.5,150.0,91.76,0.0,0.0,0.953,0.99,0.0,0.0,0.0,0.0,0.34,0.0,0.471,0.475,1180,697,901,719,16,16,12.37
14300,Spring,300,2441.0,142.8,98.84,0.0,0.0,0.998,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.965,1213,718,902,732,16,16,3.0
14400,Spring,400,2481.7,150.0,93.39,0.0,0.0,0.67,0.999,0.0,0.0,0.0,0.0,0.32,0.0,0.795,0.79,1243,736,905,750,16,16,27.66
14500,Summer,0,2489.0,150.0,107.28,0.0,0.0,0.806,0.998,0.0,0.0,0.0,0.0,0.95,0.0,0.491,0.488,1315,756,914,769,16,16,18.36
14600,Summer,100,2557.3,150.0,100.41,0.0,0.0,0.801,0.999,0.0,0.0,0.0,0.0,1.0,0.0,0.491,0.488,1377,777,928,776,16,16,19.24
14700,Summer,200,2631.1,126.69,70.77,0.0,0.243,0.457,0.87,0.0,0.0,0.0,0.0,1.0,0.01,0.282,0.279,1445,799,928,783,16,16,39.05
14800,Summer,300,2686.2,150.0,92.72,0.0,0.0,0.397,0.879,0.0,0.0,0.0,0.0,1.0,0.0,0.168,0.167,1498,818,930,798,16,16,41.77
14900,Summer,400,2710.1,150.0,147.53,0.0,0.0,0.412,0.526,0.0,0.0,0.0,0.0,1.0,0.55,0.123,0.122,1519,882,930,811,16,16,40.45
15000,Autumn,0,2715.4,139.7,148.13,0.0,0.0,0.572,0.738,0.0,0.0,0.0,0.0,1.0,1.0,0.124,0.123,1568,953,930,859,16,16,26.57
15100,Autumn,100,2688.6,150.0,66.73,0.0,0.0,0.98,0.995,0.0,0.0,0.0,0.0,0.33,0.0,0.697,0.705,1611,974,945,878,16,16,9.22
15200,Autumn,200,2660.5,150.0,108.58,0.0,0.0,0.673,0.996,0.0,0.0,0.0,0.0,1.0,0.0,0.392,0.393,1686,995,945,884,16,16,23.71
15300,Autumn,300,2643.1,150.0,80.63,0.0,0.048,0.77,0.996,0.0,0.0,0.0,0.0,1.0,0.0,0.307,0.308,1746,1015,956,896,16,16,20.22
15400,Autumn,400,2638.9,96.17,111.74,0.0,0.109,0.469,0.954,0.0,0.0,0.0,0.0,1.0,0.01,0.174,0.174,1776,1035,956,912,16,16,34.23
15500,Winter,0,2638.5,72.86,111.42,0.159,0.0,0.283,0.696,0.0,0.0,0.0,0.0,1.0,0.03,0.125,0.125,1801,1056,957,926,16,16,48.09
15600,Winter,100,2547.5,74.26,124.51,0.0,0.0,0.39,0.769,0.0,0.0,0.0,0.0,1.0,0.85,0.078,0.078,1817,1123,961,927,16,16,38.91
15700,Winter,200,2456.0,105.66,150.0,0.0,0.0,0.835,0.93,0.0,0.0,0.0,0.0,1.0,0.86,0.264,0.255,1851,1189,965,929,16,16,12.04
