tick,season,season_tick,total_food,agent_a_energy,agent_b_energy,agent_a_hunger,agent_b_hunger,agent_a_fear,agent_b_fear,agent_a_curiosity,agent_b_curiosity,agent_a_stress,agent_b_stress,agent_a_fatigue,agent_b_fatigue,agent_a_social,agent_b_social,agent_a_food_eaten,agent_b_food_eaten,agent_a_pathways,agent_b_pathways,agent_a_generation,agent_b_generation,distance
14700,Summer,200,2856.8,64.96,117.58,0.097,0.0,0.508,0.319,0.0,0.0,0.005,0.0,0.73,0.54,0.024,0.018,2302,18,1079,132,29,18,58.31
14800,Summer,300,2926.4,78.71,52.39,0.049,0.461,0.453,0.192,0.0,0.0,0.044,0.002,0.87,1.0,0.02,0.018,2325,26,1081,132,29,18,63.29
14900,Summer,400,2979.9,147.85,150.0,0.0,0.0,0.487,0.316,0.0,0.333,0.0,0.0,0.29,0.34,0.009,0.01,21,32,544,76,30,19,58.73
15000,Autumn,0,3041.0,54.72,47.7,0.441,0.41,0.474,0.123,0.0,0.0,0.0,0.0,0.1,1.0,0.023,0.023,37,42,548,76,30,19,64.2
15100,Autumn,100,3029.6,87.22,107.78,0.0,0.0,0.679,0.349,0.0,0.0,0.017,0.0,0.0,0.19,0.013,0.007,57,7,565,40,30,20,55.0
15200,Autumn,200,3010.4,103.8,0.36,0.0,0.978,0.874,0.073,0.0,0.0,0.015,0.153,0.0,1.0,0.004,0.001,87,11,575,40,30,20,41.77
15300,Autumn,300,3002.4,91.23,19.75,0.0,0.784,0.602,0.122,0.0,0.0,0.014,0.048,0.0,0.99,0.018,0.016,109,7,579,20,30,21,60.31
15400,Autumn,400,2993.1,106.36,93.98,0.0,0.0,0.55,0.264,0.0,0.0,0.012,0.0,0.02,0.79,0.028,0.023,127,19,593,25,30,22,61.07
15500,Winter,0,2985.1,108.26,150.0,0.0,0.0,0.567,0.325,0.0,0.416,0.011,0.0,0.03,0.18,0.015,0.006,147,13,597,27,30,23,57.28
15600,Winter,100,2908.6,82.85,57.09,0.072,0.217,0.931,0.512,0.0,0.0,0.01,0.0,0.0,1.0,0.036,0.033,174,25,605,35,30,23,40.82
15700,Winter,200,2824.6,101.56,85.8,0.192,0.045,0.951,0.587,0.0,0.0,0.009,0.007,0.01,1.0,0.072,0.072,200,41,616,45,30,23,35.36
15800,Winter,300,2749.1,103.71,150.0,0.096,0.0,0.972,0.627,0.0,0.0,0.008,0.007,0.01,1.0,0.076,0.076,220,57,633,56,30,23,30.81
15900,Winter,400,2622.0,108.1,150.0,0.135,0.0,0.984,0.76,0.0,0.0,0.007,0.006,0.01,1.0,0.138,0.137,240,132,651,130,30,23,21.38
16000,Spring,0,2548.1,106.65,82.02,0.132,0.163,0.875,0.538,0.0,0.0,0.007,0.005,0.01,1.0,0.121,0.121,259,156,670,149,30,23,37.22
16100,Spring,100,2609.5,92.56,89.7,0.0,0.086,0.892,0.559,0.0,0.0,0.006,0.005,0.0,1.0,0.1,0.1,277,169,686,154,30,23,37.58
16200,Spring,200,2669.3,138.55,72.5,0.0,0.258,0.392,0.355,0.0,0.0,0.006,0.004,0.57,1.0,0.067,0.066,303,177,692,159,30,23,54.12
16300,Spring,300,2722.3,89.07,13.08,0.0,0.852,0.779,0.156,0.0,0.0,0.005,0.081,0.19,1.0,0.032,0.031,318,183,694,163,30,23,46.75
16400,Spring,400,2763.2,98.57,38.08,0.0,0.602,0.664,0.272,0.0,0.0,0.005,0.137,0.03,1.0,0.032,0.032,344,199,700,168,30,23,50.25
16500,Summer,0,2786.4,104.67,150.0,0.189,0.0,0.924,0.552,0.0,0.0,0.004,0.328,0.01,1.0,0.021,0.022,365,215,712,182,30,23,38.83
16600,Summer,100,2870.1,137.01,121.2,0.0,0.0,0.41,0.399,0.0,0.0,0.004,0.297,0.35,1.0,0.067,0.067,393,241,719,184,30,23,49.66
